"SPECIES_GROUP_ID","SPECIES_GROUP_CODE","SPECIES_GROUP_NAME","SG_EFFECTIVE_DATE","AGENCY","AGENCY_SPECIES_ID","AGENCY_SPECIES_CODE","AGENCY_SPECIES_NAME","MANAGEMENT_AREA_ID","MANAGEMENT_AREA_CODE"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",999,"531","Dolly varden, anadromous",31,"GOA"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",1000,"600","Lamprey, pacific",20,"BS"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",1000,"600","Lamprey, pacific",21,"AI"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",1000,"600","Lamprey, pacific",31,"GOA"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",22,"142","Black Rockfish",31,"GOA"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",42,"167","Blue Rockfish",31,"GOA"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",58,"207","Gunnels, (family Pholidae)",20,"BS"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",58,"207","Gunnels, (family Pholidae)",21,"AI"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",58,"207","Gunnels, (family Pholidae)",31,"GOA"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",59,"208","Pricklebacks, etc.  (family Stichaeidae)",20,"BS"
127,"NONQ","Non-Quota species",01-JAN-08,"AKR",59,"208","Pricklebacks, etc.  (family Stichaeidae)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1430,"215","Prowfish",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1511,"216","Lumpsucker, smooth",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1511,"216","Lumpsucker, smooth",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1511,"216","Lumpsucker, smooth",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1550,"515","Smelt, Surf",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1550,"515","Smelt, Surf",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1550,"515","Smelt, Surf",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1530,"625","Jellyfish, general",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1530,"625","Jellyfish, general",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1530,"625","Jellyfish, general",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1497,"680","Sturgeon, general",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1497,"680","Sturgeon, general",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1497,"680","Sturgeon, general",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1552,"714","Ratfish",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1552,"714","Ratfish",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1552,"714","Ratfish",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1553,"715","Skilfish",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1553,"715","Skilfish",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1553,"715","Skilfish",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1611,"892","Sea Urchin, red",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1611,"892","Sea Urchin, red",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1611,"892","Sea Urchin, red",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1089,"933","Grooved Tanner Crab",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1089,"933","Grooved Tanner Crab",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1089,"933","Grooved Tanner Crab",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1091,"934","Triangle Tanner Crab",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1091,"934","Triangle Tanner Crab",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1091,"934","Triangle Tanner Crab",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1612,"951","Crab, Multispine",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1612,"951","Crab, Multispine",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1612,"951","Crab, Multispine",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1613,"953","Crab, Verrilli",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1613,"953","Crab, Verrilli",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1613,"953","Crab, Verrilli",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1020,"880","Oysters",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1020,"880","Oysters",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1021,"888","Mixed species tote",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1021,"888","Mixed species tote",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1021,"888","Mixed species tote",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1022,"890","Snails",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1022,"890","Snails",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1022,"890","Snails",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1023,"895","Sea cucumbers",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1023,"895","Sea cucumbers",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1023,"895","Sea cucumbers",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1024,"896","Sea urchins",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1024,"896","Sea urchins",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1024,"896","Sea urchins",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1025,"899","Coral",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1025,"899","Coral",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1025,"899","Coral",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1026,"900","Crabs, box",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1026,"900","Crabs, box",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1026,"900","Crabs, box",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1027,"910","Crab, dungeness",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1027,"910","Crab, dungeness",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1027,"910","Crab, dungeness",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1028,"924","Crab, scarlet king",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1028,"924","Crab, scarlet king",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1028,"924","Crab, scarlet king",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1029,"940","Crab, hair",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1029,"940","Crab, hair",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1029,"940","Crab, hair",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1030,"960","Shrimp, general",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1030,"960","Shrimp, general",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1030,"960","Shrimp, general",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1031,"961","Shrimp, Northern (Pink)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1031,"961","Shrimp, Northern (Pink)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1031,"961","Shrimp, Northern (Pink)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1032,"962","Shrimp, sidestripe",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1032,"962","Shrimp, sidestripe",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1032,"962","Shrimp, sidestripe",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1033,"963","Shrimp, humpy",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1033,"963","Shrimp, humpy",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1033,"963","Shrimp, humpy",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1034,"964","Shrimp, coonstripe",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1034,"964","Shrimp, coonstripe",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1034,"964","Shrimp, coonstripe",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1035,"965","Shrimp, spot",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1035,"965","Shrimp, spot",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1035,"965","Shrimp, spot",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1610,"893","Sea Urchin, green",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1610,"893","Sea Urchin, green",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1610,"893","Sea Urchin, green",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1430,"215","Prowfish",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1430,"215","Prowfish",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",992,"212","Pacific hagfish",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",992,"212","Pacific hagfish",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",992,"212","Pacific hagfish",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",995,"220","Pacific saury",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",995,"220","Pacific saury",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",995,"220","Pacific saury",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",996,"250","Pacific tomcod",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",996,"250","Pacific tomcod",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",996,"250","Pacific tomcod",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",997,"260","Pacific Flatnose",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",997,"260","Pacific Flatnose",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",997,"260","Pacific Flatnose",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",998,"521","Arctic char, anadromous",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",998,"521","Arctic char, anadromous",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",998,"521","Arctic char, anadromous",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",999,"531","Dolly varden, anadromous",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",999,"531","Dolly varden, anadromous",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",999,"531","Dolly varden, anadromous",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1000,"600","Lamprey, pacific",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1000,"600","Lamprey, pacific",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1000,"600","Lamprey, pacific",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1003,"130","Lingcod",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1003,"130","Lingcod",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1003,"130","Lingcod",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1004,"170","Pacific sardine",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1004,"170","Pacific sardine",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1004,"170","Pacific sardine",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1005,"720","Tuna, albacore",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1005,"720","Tuna, albacore",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1005,"720","Tuna, albacore",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1009,"810","Clam, butter",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1009,"810","Clam, butter",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1009,"810","Clam, butter",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1010,"812","Clam, surf",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1010,"812","Clam, surf",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1010,"812","Clam, surf",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1011,"815","Clam, geoduck",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1011,"815","Clam, geoduck",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1011,"815","Clam, geoduck",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1012,"820","Clam, cockle",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1012,"820","Clam, cockle",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1012,"820","Clam, cockle",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1013,"830","Clam, pacific razor",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1013,"830","Clam, pacific razor",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1013,"830","Clam, pacific razor",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1014,"840","Clam, little-neck",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1014,"840","Clam, little-neck",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1014,"840","Clam, little-neck",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1015,"842","Clam, eastern softshell",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1015,"842","Clam, eastern softshell",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1015,"842","Clam, eastern softshell",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1016,"850","Scallop, weathervane",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1016,"850","Scallop, weathervane",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1016,"850","Scallop, weathervane",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1017,"851","Scallop, pink (or calico)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1017,"851","Scallop, pink (or calico)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1017,"851","Scallop, pink (or calico)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1018,"855","Mussel, blue",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1018,"855","Mussel, blue",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1018,"855","Mussel, blue",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1019,"860","Abalone",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1019,"860","Abalone",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1019,"860","Abalone",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1020,"880","Oysters",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",22,"142","Black Rockfish",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",42,"167","Blue Rockfish",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",58,"207","Gunnels, (family Pholidae)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",58,"207","Gunnels, (family Pholidae)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",58,"207","Gunnels, (family Pholidae)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",59,"208","Pricklebacks, etc.  (family Stichaeidae)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",59,"208","Pricklebacks, etc.  (family Stichaeidae)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",59,"208","Pricklebacks, etc.  (family Stichaeidae)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",60,"209","Bristlemouths, (family Gonostomatidae)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",60,"209","Bristlemouths, (family Gonostomatidae)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",60,"209","Bristlemouths, (family Gonostomatidae)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1633,"510","Smelt, General (family Osmeridae)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1633,"510","Smelt, General (family Osmeridae)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",1633,"510","Smelt, General (family Osmeridae)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",70,"511","Smelt, Eulachon",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",70,"511","Smelt, Eulachon",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",70,"511","Smelt, Eulachon",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",71,"516","Capelin",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",71,"516","Capelin",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",71,"516","Capelin",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",76,"772","Lanternfishes (family Myctophidae)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",76,"772","Lanternfishes (family Myctophidae)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",76,"772","Lanternfishes (family Myctophidae)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",77,"773","Deep-sea Smelt (family Bathylagidae)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",77,"773","Deep-sea Smelt (family Bathylagidae)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",77,"773","Deep-sea Smelt (family Bathylagidae)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",78,"774","Pacific Sand Lance (family Ammodytidae)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",78,"774","Pacific Sand Lance (family Ammodytidae)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",78,"774","Pacific Sand Lance (family Ammodytidae)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",79,"800","Krill (order Euphausiacea)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",79,"800","Krill (order Euphausiacea)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",79,"800","Krill (order Euphausiacea)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",984,"180","Shad",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",984,"180","Shad",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",984,"180","Shad",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",985,"190","Greenling, general",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",985,"190","Greenling, general",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",985,"190","Greenling, general",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",986,"191","Greenling, rock",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",986,"191","Greenling, rock",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",986,"191","Greenling, rock",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",987,"192","Greenling, whitespot",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",987,"192","Greenling, whitespot",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",987,"192","Greenling, whitespot",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",988,"194","Greenling, kelp",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",988,"194","Greenling, kelp",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",988,"194","Greenling, kelp",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",989,"206","Pacific sandfish (family Trichodontidae)",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",989,"206","Pacific sandfish (family Trichodontidae)",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",989,"206","Pacific sandfish (family Trichodontidae)",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",990,"210","Eels or eel-like fish",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",990,"210","Eels or eel-like fish",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",990,"210","Eels or eel-like fish",31,"GOA"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",991,"211","Wrymouths",20,"BS"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",991,"211","Wrymouths",21,"AI"
57,"NONQ","Non-Quota species",01-JAN-86,"AKR",991,"211","Wrymouths",31,"GOA"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1521,"219","Poacher, general",31,"GOA"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",58,"207","Gunnels, (family Pholidae)",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",59,"208","Pricklebacks, etc.  (family Stichaeidae)",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",60,"209","Bristlemouths, (family Gonostomatidae)",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",70,"511","Smelt, Eulachon",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",71,"516","Capelin",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",76,"772","Lanternfishes (family Myctophidae)",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",77,"773","Deep-sea Smelt (family Bathylagidae)",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",78,"774","Pacific Sand Lance (family Ammodytidae)",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",79,"800","Krill (order Euphausiacea)",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",984,"180","Shad",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",985,"190","Greenling, general",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",986,"191","Greenling, rock",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",987,"192","Greenling, whitespot",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",988,"194","Greenling, kelp",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",989,"206","Pacific sandfish (family Trichodontidae)",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1517,"210","Eels or eel-like fish  ",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",991,"211","Wrymouths",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",992,"212","Pacific hagfish",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",995,"220","Pacific saury",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",996,"250","Pacific tomcod",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",997,"260","Pacific Flatnose",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",998,"521","Arctic char, anadromous",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",999,"531","Dolly varden, anadromous",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1000,"600","Lamprey, pacific",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1003,"130","Lingcod",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1011,"815","Clam, geoduck",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1012,"820","Clam, cockle",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1013,"830","Clam, pacific razor",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1014,"840","Clam, little-neck",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1015,"842","Clam, eastern softshell",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1016,"850","Scallop, weathervane",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1017,"851","Scallop, pink (or calico)",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1018,"855","Mussel, blue",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1019,"860","Abalone",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1020,"880","Oysters",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1021,"888","Mixed species tote",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1022,"890","Snails",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1023,"895","Sea cucumbers",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1024,"896","Sea urchins",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1025,"899","Coral",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1026,"900","Crabs, box",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1027,"910","Crab, dungeness",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1028,"924","Crab, scarlet king",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1029,"940","Crab, hair",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1030,"960","Shrimp, general",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1031,"961","Shrimp, Northern (Pink)",20,"BS"
122,"NONQ","Non-quota Species",01-JAN-07,"AKR",1032,"962","Shrimp, sidestripe",20,"BS"
